,Category,Text
238,audio_volume_mute,puedes apagar mis altavoces por favor
239,audio_volume_mute,sonido apagado
240,audio_volume_mute,por favor para un rato
241,audio_volume_mute,por favor pararte
242,audio_volume_mute,callarte
243,audio_volume_mute,calla
244,audio_volume_mute,silencio
245,audio_volume_mute,silencio
246,audio_volume_mute,silencia los altavoces
247,audio_volume_mute,pon en modo silencioso por una hora
248,audio_volume_mute,por favor cambia el volumen a silencio
249,audio_volume_mute,buenas noches
250,audio_volume_mute,no quiero sonido
251,audio_volume_mute,apaga los altavoces
252,audio_volume_mute,apaga el altavoz
253,audio_volume_mute,pon el volumen a cero
254,audio_volume_mute,bajar el volumen del altavoz al final del nivel
255,audio_volume_mute,por favor quédate silencioso en las próximas dos horas
256,audio_volume_mute,silenciate hasta las cinco de la tarde
257,audio_volume_mute,necesito que estés en silencio hasta mañana
258,audio_volume_mute,modo silencioso cuatro horas
259,audio_volume_mute,por favor silencio hasta que te diga
260,audio_volume_mute,silencio modo
261,audio_volume_mute,tengo una reunión esta noche a las siete p. m. por favor silencia la música por una hora
262,audio_volume_mute,volumen mudo ahora
263,audio_volume_mute,silenciar los altavoces de la sala
264,audio_volume_mute,pausa la música
265,audio_volume_mute,dejar de jugar
266,audio_volume_mute,silencia por dos horas
267,audio_volume_mute,silencio por un día
268,audio_volume_mute,deja de hacer sonidos durante cuarenta minutos
269,audio_volume_mute,por favor silencia el sonido
270,audio_volume_mute,puedes poner el sonido en silencio
271,audio_volume_mute,me gustaría silenciar los altavoces por favor
272,audio_volume_mute,apagar el volumen
273,audio_volume_mute,apaga el sonido
274,audio_volume_mute,silenciar el sonido
275,audio_volume_mute,por favor espera durante la próxima hora
276,audio_volume_mute,estoy en una reunión por favor no hables
277,audio_volume_mute,apaga el sonido
278,audio_volume_mute,por favor silencia los altavoces
279,audio_volume_mute,por favor silencio
280,audio_volume_mute,silenciar para volumen
281,audio_volume_mute,silencia altavoz
282,audio_volume_mute,por favor para el altavoz
283,audio_volume_mute,es hora de silencio
284,audio_volume_mute,mudo por veinte minutos
285,audio_volume_mute,silencio hasta las tres p. m.
286,audio_volume_mute,enciende el modo silencioso hasta que mi alarma se apague
287,audio_volume_mute,poner el volumen a cero
288,audio_volume_mute,por favor google quédate muy quieto el niño está durmiendo
289,audio_volume_mute,quédate en silencioso por treinta minutos
290,audio_volume_mute,necesito silenciar el altavoz
291,audio_volume_mute,quiero silenciar el altavoz
292,audio_volume_mute,silencio activado hasta que yo lo diga
293,audio_volume_mute,silencia audio
294,audio_volume_mute,apaga el sonido por favor
295,audio_volume_mute,silencia los altavoces por favor
296,audio_volume_mute,silenciar inmediatamente
297,audio_volume_mute,por favor silencia el control del volumen
298,audio_volume_mute,para lo
299,audio_volume_mute,por favor guarda silencio
300,audio_volume_mute,silencia los altavoces por un minuto necesito hace una llamada
301,audio_volume_mute,por favor no hables
302,audio_volume_mute,apaga el sonido
303,audio_volume_mute,sin sonido
304,audio_volume_mute,pon los ajustes a mudo
305,audio_volume_mute,silenciar los altavoces
306,audio_volume_mute,ponte mudo
307,audio_volume_mute,quédate silencioso
308,audio_volume_mute,ocultar
309,audio_volume_mute,no usar
310,audio_volume_mute,eliminar el ruido
311,audio_volume_mute,silencia el volumen
312,audio_volume_mute,apagar el volumen de medios
313,audio_volume_mute,puedes poner en silencioso mi altavoz
314,audio_volume_mute,ayúdame a silenciar mi altavoz
315,audio_volume_mute,modo silencioso activado durante las próximas tres horas
316,audio_volume_mute,por favor silenciate
317,audio_volume_mute,por favor desactive el silencio
318,audio_volume_mute,quédate en silencio
319,audio_volume_mute,pon modo silencioso
320,audio_volume_mute,por favor pon la televisión en modo silencioso por una hora
321,audio_volume_mute,configurar el sistema de música para silenciar
322,audio_volume_mute,ajustar la radio en silencio
323,audio_volume_mute,apaga el audio
324,audio_volume_mute,silencio
325,audio_volume_mute,activa silencio
326,audio_volume_mute,quiero que se silencie
327,audio_volume_mute,baja el ruido
328,audio_volume_mute,control del volumen
329,audio_volume_mute,no responde en quince segundos
330,audio_volume_mute,no hablas
331,audio_volume_mute,sin notificaciones durante cinco minutos
332,audio_volume_mute,solo no hay notificaciones durante cinco minutos
333,audio_volume_mute,silencio
334,audio_volume_mute,silencia el volumen
335,audio_volume_mute,por favor cállate por otra hora
336,audio_volume_mute,no hablar hoy
337,audio_volume_mute,no hables hasta que te pregunto
338,audio_volume_mute,eh siri silencia los altavoces
339,audio_volume_mute,no hagas nada de ruido hasta la alarma de la mañana
340,audio_volume_mute,apaga el modo silencioso hasta que llegue a casa del trabajo
341,audio_volume_mute,silencia por dos horas
342,audio_volume_mute,de ahora en adelante mudo
343,audio_volume_mute,ajustar en silencio
344,audio_volume_mute,silencio altavoces
345,audio_volume_mute,silencia el volumen de los altavoces
346,audio_volume_mute,apaga los altavoces
347,audio_volume_mute,tiempo de silencio
348,audio_volume_mute,apaga el sonido
349,audio_volume_mute,mudo por favor
350,audio_volume_mute,silencia por un cuarto de hora
351,audio_volume_mute,silencia la musica
352,audio_volume_mute,apaga los sonidos
353,audio_volume_mute,por favor deja de hablar
354,audio_volume_mute,poner los altavoces en silencio
355,audio_volume_mute,no hables
356,audio_volume_mute,borra los datos
357,audio_volume_mute,apaga el sonido
358,audio_volume_mute,por favor silencia mi altavoz
359,audio_volume_mute,apaga la vibración del altavoz
360,audio_volume_mute,mudo por una hora
361,audio_volume_mute,no hagas nigún sonido
362,audio_volume_mute,puedes dejar de hablar
363,audio_volume_mute,no hables por una hora
364,audio_volume_mute,por favor silencia por cinco minutos
365,iot_hue_lightchange,haz que la luz sea un poco mas cálida aquí
366,iot_hue_lightchange,por favor pon la luz adecuada para leer
367,iot_hue_lightchange,ajusta las luces a veinte por ciento
368,iot_hue_lightchange,solo ponga las luces a veinte por ciento
369,iot_hue_lightchange,ajusta el brillo a cincuenta por ciento
370,iot_hue_lightchange,por favor haz que las luces sean más cómodas para leer
371,iot_hue_lightchange,por favor haz que las luces ideales para ver
372,iot_hue_lightchange,cambia las luces a verde
373,iot_hue_lightchange,pon las luces azules
374,iot_hue_lightchange,haz que las luces brillen en azul
375,iot_hue_lightchange,puedes cambia los colores de luz claros de la casa
376,iot_hue_lightchange,puedes mezclar la luz de colores en la casa
377,iot_hue_lightchange,puedes cambiar los colores de la luz a oscuro en la casa
378,iot_hue_lightchange,cambia las luces de mi cuarto a azul
379,iot_hue_lightchange,cambia las luces de mi habitación a un color algo más romántico
380,iot_hue_lightchange,cambia las luces de la cocina a azul
381,iot_hue_lightchange,fija las luces en el salon a rojo
382,iot_hue_lightchange,cambia el color de la luz a azul
383,iot_hue_lightchange,confirmar si el color es azul
384,iot_hue_lightchange,cambia el color de la luz a rojo
385,iot_hue_lightchange,cambia el color de la luz
386,iot_hue_lightchange,cambia el color de las luces
387,iot_hue_lightchange,poner las luces azules a las tres de la tarde
388,iot_hue_lightchange,dame un tono de luces lavanda
389,iot_hue_lightchange,cambia el color de las luces de mi casa de blanco a amarillo
390,iot_hue_lightchange,cambia el color de las luces de mi dormitorio a rojo
391,iot_hue_lightchange,cambiar las luces de la sala de medios de comunicación de morado a verde
392,iot_hue_lightchange,solo quiero luz azul
393,iot_hue_lightchange,quiero una luz azul
394,iot_hue_lightchange,cambia la iluminación a azul
395,iot_hue_lightchange,puedes por favor cambiar el estilo de la luz
396,iot_hue_lightchange,por favor ajusta los colores de mis luces
397,iot_hue_lightchange,me gusta el color rojo para mi casa cámbialo
398,iot_hue_lightchange,pon la luz en color rojo
399,iot_hue_lightchange,oye puedes hacer que sea azul aquí
400,iot_hue_lightchange,haz que las luces sean azul aquí
401,iot_hue_lightchange,por favor cambia el color de la luz a morado
402,iot_hue_lightchange,cambia las luces a azul
403,iot_hue_lightchange,adapta la luz
404,iot_hue_lightchange,puedes cambia r las luces del salón a un color mas suave
405,iot_hue_lightchange,elige un color más brillante para leer
406,iot_hue_lightchange,se puede hacer un tono rojo de luz en el salón
407,iot_hue_lightchange,cambia el color a verde
408,iot_hue_lightchange,pon todas las luces de la casa naranjas
409,iot_hue_lightchange,cambia la luz del baño a amarillo
410,iot_hue_lightchange,tengamos un cálido resplandor en la habitación del frente
411,iot_hue_lightchange,estaría bien si pusieras la luz amarillenta
412,iot_hue_lightchange,cambiar el color de la luz a verde
413,iot_hue_lightchange,cambia la luz del color a amarillo
414,iot_hue_lightchange,cambia las luces a un tono rojo
415,iot_hue_lightchange,luces de transición a azul a verde a amarillo
416,iot_hue_lightchange,cambia las luces a rojo
417,iot_hue_lightchange,cambia de azúl a luces amarillas
418,iot_hue_lightchange,necesito algo de ambiente por favor
419,iot_hue_lightchange,cambia la luz de la casa de verde a rojo
420,iot_hue_lightchange,ajustar la luz cuando llegue a casa
421,iot_hue_lightchange,hacer un contraste
422,iot_hue_lightchange,cambia el color de las luces de mi casa a azul
423,iot_hue_lightchange,reemplazar los colores claros actuales de la casa por oscuros
424,iot_hue_lightchange,modificar los colores claros de la casa y hacerlos más oscuros
425,iot_hue_lightchange,cambia las luces de la casa a verde
426,iot_hue_lightchange,puedes cambiar las luces a blanco
427,iot_hue_lightchange,luz azul por favor
428,iot_hue_lightchange,cambia las luces de mi casa a naranja
429,iot_hue_lightchange,cambia las luces a verde
430,iot_hue_lightchange,no me gustan estos colores en la casa
431,iot_hue_lightchange,cambia los colores por favor
432,iot_hue_lightchange,quiero tener colores vibrantes
433,iot_hue_lightchange,cambia las luz del salón a amarillo
434,iot_hue_lightchange,necesito cambiar el color de esta luz
435,iot_hue_lightchange,puedo cambiar esta luz a naranja
436,iot_hue_lightchange,enciende la luz del salon a uno por ciento
437,iot_hue_lightchange,cambiar las luces de la casa a un tono azul
438,iot_hue_lightchange,altera el color de las luces en la casa
439,iot_hue_lightchange,enciende las luces en modo de fiesta
440,iot_hue_lightchange,cambia el color de la luz a azul
441,iot_hue_lightchange,cambia los colores a verde
442,iot_hue_lightchange,cambia tus colores en algo diferente
443,iot_hue_lightchange,oly cambia el color de mi luz a azul y por favor apaga la luz de la cocina
444,iot_hue_lightchange,por favor cambia el color de mis luces sorprendeme
445,iot_hue_lightchange,puedes hacerme un favor mis ojos se sienten tensos con estas luces puedes cambiarlo a un tono más fresco
446,iot_hue_lightchange,cambia el color de la luz a rojo fuera de casa
447,iot_hue_lightchange,luces a cincuenta por ciento
448,iot_hue_lightchange,cambia el color de las luces a azul
449,iot_hue_lightchange,cambia las luces de rojas a azules
450,iot_hue_lightchange,puede esta habitación tener luz verde
451,iot_hue_lightchange,por favor cambie el color de la luz en el baño
452,iot_hue_lightchange,solo haz que las luces sean azules por favor
453,iot_hue_lightchange,olly cambia las luces de colores a rojo
454,iot_hue_lightchange,cambia las luces a rojo
455,iot_hue_lightchange,me gustaría luces naranjas ahora
456,iot_hue_lightchange,dame luces rojas
457,iot_hue_lightchange,cambiar luces
458,iot_hue_lightchange,cambia el color de la luz
459,iot_hue_lightchange,cambia las luces a rosa
460,iot_hue_lightchange,cambia las luces de la casa a rosa
461,iot_hue_lightchange,me gustaría que las luces de la casa fueran rosa
462,iot_hue_lightchange,hacer que el color claro sea rojo
463,iot_hue_lightchange,color de las luces rojo
464,iot_hue_lightchange,blanco
465,iot_hue_lightchange,luz verde
466,iot_hue_lightchange,por favor cambia el color de las luces te diré cuando parar
467,iot_hue_lightchange,por favor cambia la luz del porche a color azul
468,iot_hue_lightchange,puedes ajustar las luces del salón a rosa
469,iot_hue_lightchange,me gustaría que las luces del baño se pusieran en amarillo
470,iot_hue_lightchange,olly cambia todas las luces a azul
471,iot_hue_lightchange,haz que la sala de estar sea de color naranja claro
472,iot_hue_lightchange,configuración de luz romantica por favor
473,iot_hue_lightchange,cambiar el color de mis luces a algo aleatorio
474,iot_hue_lightchange,oye olly pon las luces de la casa de otro color
475,iot_hue_lightchange,qué pasa con esta luz amarillo consigue algo de blanco aquí
476,iot_hue_lightchange,por favor convierte las luces en azul
477,iot_hue_lightchange,cambia las luces a mi color favorito
478,iot_hue_lightchange,cambia las luces a azúl
479,iot_hue_lightchange,haz que las luces sean de un color diferente
480,iot_hue_lightchange,cambia el color de la luz a azul
481,iot_hue_lightchange,ajustes de luz
482,iot_hue_lightchange,cambia color
483,iot_hue_lightchange,sus escenarios en su p. c. y transferirlos de nuevo a la vía caliente
484,iot_hue_lightchange,haz que el cuarto sea azúl
485,iot_hue_lightchange,olly rota el color de las luces
486,iot_hue_lightchange,cambia el color de las luces
487,iot_hue_lightchange,por favor cambia el color de las luces a rojo
488,iot_hue_lightchange,puedes cambiar el color de las luces a verde
489,iot_hue_lightchange,cambia el fondo
490,iot_hue_lightchange,el rosa es todo lo que necesitamos
491,iot_hue_lightchange,tengamos las luces azules
492,iot_hue_lightchange,cambia las luces de la habitación a verde
493,iot_hue_lightchange,cambia el color de la luz
494,iot_hue_lightchange,haz que las luces de la casa sean de color ámbar a las seis de la tarde
495,iot_hue_lightchange,olly cambia la luz a azul
496,iot_hue_lightchange,cambia las luces a azul olly
497,iot_hue_lightchange,quisiera algunas luces rojas
498,iot_hue_lightchange,enséñame los colores disponibles para la luz
499,iot_hue_lightchange,cambia el color de la luz a rosa
500,iot_hue_lightchange,necesito cambiar el color de las luces de mi casa a azul
501,iot_hue_lightchange,poner colores oscuros en lugar de claros en la casa
502,iot_hue_lightchange,pon colores oscuros en lugar de claros en la casa
503,iot_hue_lightchange,haz que luz de la habitación sea azul claro
504,iot_hue_lightchange,pon las luces de la habitación rojas y las luces del pasillo de un color normal
505,iot_hue_lightchange,cambia las luces de mi casa a verde
506,iot_hue_lightchange,establece las luces del salon a cincuenta por ciento
507,iot_hue_lightchange,brillo noventa por ciento
508,iot_hue_lightchange,por favor cambia los colores de la luz a rojo
509,iot_hue_lightchange,cambia el color de la luz a azul y apaga la luz de la cocina
510,iot_hue_lightchange,haz que sea rojo aqui
511,iot_hue_lightchange,cambia las luces de la sala de estar a verde y rojo
512,iot_hue_lightchange,quiero que la luz sea un poco más roja
513,iot_hue_lightchange,me gustaría que el me gusta en la cocina sea de un color diferente
514,iot_hue_lightchange,luces al porcentaje
515,iot_hue_lightchange,cambia las luces a color rojo
516,iot_hue_lightchange,oye es posible que la configuración de luz actual
517,iot_hue_lightchange,casa cambia todas las luces a azul
518,iot_hue_lightchange,luces de casa azúl
519,iot_hue_lightchange,casa puedes hacer todas las luces de casa azúl
520,iot_hue_lightchange,haz que la luz de aquí sea más roja
521,iot_hue_lightchange,olly cambia el color de las luces
522,iot_hue_lightchange,cambia las luces a un tono diferente
523,iot_hue_lightchange,pon las luces rosa
524,iot_hue_lightchange,te gustaria verlo
525,iot_hue_lightchange,por favor pon luz natural
526,iot_hue_lightoff,hora de dormir
527,iot_hue_lightoff,hora de dormir olly
528,iot_hue_lightoff,apaga la luz del baño
529,iot_hue_lightoff,apaga las luces del dormitorio
530,iot_hue_lightoff,olly apaga las luces
531,iot_hue_lightoff,apaga luces
532,iot_hue_lightoff,siri buenas noches luces apagadas
533,iot_hue_lightoff,quiero que apague la luz puedes hacerlo por mí
534,iot_hue_lightoff,apaga la luz del garage
535,iot_hue_lightoff,luces apagadas en el baño
536,iot_hue_lightoff,apaga la luz
537,iot_hue_lightoff,apaga la lámpara
538,iot_hue_lightoff,apagar enchufe
539,iot_hue_lightoff,por sensor remoto
540,iot_hue_lightoff,apaga las luces de la sala
